Date,Close/Last,Volume,Open,High,Low
04/25/2024,$404.91,2676009,$404.85,$406.14,$400.35
04/24/2024,$405.95,2508495,$407.10,$407.62,$403.88
04/23/2024,$408.74,2288595,$410.25,$410.72,$405.64
04/22/2024,$408.78,2981614,$406.84,$411.35,$406.25
04/19/2024,$405.08,3999913,$401.04,$405.57,$400.17
04/18/2024,$399.89,2672415,$399.70,$402.99,$399.10
04/17/2024,$397.74,2466391,$398.94,$399.28,$395.661
04/16/2024,$396.92,3438078,$400.97,$401.25,$396.50
04/15/2024,$400.26,3004477,$406.99,$409.0554,$399.86
04/12/2024,$403.26,3469707,$405.00,$407.21,$401.44
04/11/2024,$407.61,2891952,$408.40,$411.1499,$404.0531
04/10/2024,$409.11,3125230,$412.74,$413.56,$407.53
04/09/2024,$414.69,2234137,$416.58,$417.32,$412.12
04/08/2024,$415.97,2486651,$418.32,$418.57,$415.625
04/05/2024,$418.62,2739587,$416.56,$419.27,$415.41
04/04/2024,$415.32,3802994,$423.84,$424.52,$414.55
04/03/2024,$420.24,2742174,$419.00,$421.9099,$418.52
04/02/2024,$418.92,3175139,$419.75,$421.01,$418.085
04/01/2024,$420.20,2718872,$421.49,$421.66,$417.81
03/28/2024,$420.52,4378770,$417.80,$421.44,$415.85
03/27/2024,$416.93,2929158,$413.65,$417.21,$413.40
03/26/2024,$411.57,2936406,$410.00,$412.66,$408.6001
03/25/2024,$409.92,2808910,$410.67,$411.065,$408.9244
03/22/2024,$411.60,3000546,$413.00,$414.35,$411.40
03/21/2024,$413.78,3402874,$416.70,$417.825,$413.51
03/20/2024,$416.11,2935528,$412.02,$416.31,$411.55
03/19/2024,$411.76,2804025,$409.08,$412.19,$408.09
03/18/2024,$408.41,3778561,$408.70,$410.5999,$406.00
03/15/2024,$408.13,7557843,$404.27,$408.46,$402.50
03/14/2024,$406.73,3739644,$409.08,$409.08,$403.34
03/13/2024,$408.13,3586358,$405.30,$409.00,$404.15
03/12/2024,$404.98,2620804,$406.78,$407.20,$404.10
03/11/2024,$404.76,2438383,$403.30,$405.01,$402.7406
03/08/2024,$403.15,3417859,$401.08,$403.36,$400.01
03/07/2024,$402.39,4187608,$406.11,$406.40,$399.5699
03/06/2024,$403.96,3842562,$402.18,$407.44,$401.695
03/05/2024,$400.74,4714395,$402.55,$403.3279,$398.78
03/04/2024,$403.39,4183800,$405.00,$405.95,$401.43
03/01/2024,$407.11,3284244,$409.48,$410.39,$405.45
02/29/2024,$409.40,4849104,$413.10,$413.79,$408.38
02/28/2024,$412.14,4069203,$408.50,$414.665,$407.7126
02/27/2024,$408.91,4610892,$409.21,$409.9625,$401.71
02/26/2024,$409.14,7446190,$422.00,$430.00,$408.8468
02/23/2024,$417.22,4025164,$417.68,$420.56,$416.52
02/22/2024,$415.16,3697494,$411.30,$416.26,$411.00
02/21/2024,$409.25,2720475,$408.26,$409.48,$406.70
02/20/2024,$407.15,3534163,$406.47,$411.11,$406.06
02/16/2024,$405.99,3533386,$404.44,$406.74,$402.59
02/15/2024,$403.45,3076698,$399.14,$404.2699,$398.30
02/14/2024,$398.68,2670953,$395.15,$398.86,$393.5477
02/13/2024,$394.80,3459672,$397.18,$399.705,$392.10
02/12/2024,$397.71,2820408,$398.65,$399.48,$396.19
02/09/2024,$398.36,2510146,$397.31,$398.36,$395.82
02/08/2024,$397.49,3359311,$397.22,$398.65,$394.85
02/07/2024,$397.66,3429024,$394.60,$399.15,$394.36
02/06/2024,$393.74,2574602,$390.29,$393.93,$390.00
02/05/2024,$390.76,3653265,$389.95,$393.37,$389.285
02/02/2024,$390.75,3808499,$386.68,$392.07,$386.44
02/01/2024,$386.44,2949959,$384.00,$386.55,$381.475
01/31/2024,$383.74,3857684,$386.53,$387.92,$383.55
01/30/2024,$387.15,3094226,$383.24,$387.64,$380.08
01/29/2024,$383.18,3799251,$385.49,$385.70,$379.17
01/26/2024,$385.40,3624361,$381.05,$385.73,$380.00
01/25/2024,$380.85,4059189,$379.24,$380.99,$377.89
01/24/2024,$376.59,4594038,$372.53,$377.79,$372.03
01/23/2024,$372.14,2900467,$368.02,$372.42,$367.705
01/22/2024,$368.06,3558313,$368.05,$369.27,$366.53
01/19/2024,$366.99,4092548,$362.25,$368.31,$361.02
01/18/2024,$362.38,3008442,$359.25,$362.64,$358.30
01/17/2024,$359.29,2551707,$359.01,$362.53,$357.98
01/16/2024,$361.10,3047780,$362.94,$363.60,$359.89
01/12/2024,$363.62,2623907,$366.51,$366.85,$362.5672
01/11/2024,$363.34,3579713,$367.81,$367.89,$362.13
01/10/2024,$367.92,2448737,$366.26,$368.83,$365.75
01/09/2024,$366.90,2999607,$368.00,$368.00,$364.77
01/08/2024,$368.18,3454065,$366.01,$368.30,$364.20
01/05/2024,$365.59,2965666,$364.83,$366.3008,$364.19
01/04/2024,$363.68,4144302,$367.41,$369.37,$363.41
01/03/2024,$366.75,4322822,$362.08,$367.85,$361.071
01/02/2024,$362.46,4740903,$356.32,$362.57,$355.94
12/29/2023,$356.66,3270014,$357.56,$357.86,$355.31
12/28/2023,$357.57,2742792,$357.48,$358.68,$356.725
12/27/2023,$356.95,2478787,$355.93,$357.08,$355.50
12/26/2023,$356.83,1965105,$356.90,$357.77,$356.08
12/22/2023,$356.47,2333775,$356.50,$358.26,$355.4063
12/21/2023,$356.14,2852723,$356.02,$357.20,$353.63
12/20/2023,$355.35,3930397,$361.52,$361.66,$355.12
12/19/2023,$361.80,3085367,$360.15,$362.55,$359.09
12/18/2023,$359.65,4527792,$357.42,$361.14,$357.00
12/15/2023,$356.50,8579201,$357.63,$358.00,$354.20
12/14/2023,$358.12,5516384,$364.05,$364.05,$356.38
12/13/2023,$362.03,3161868,$360.19,$362.15,$359.0433
12/12/2023,$360.02,3193023,$357.90,$360.405,$356.76
12/11/2023,$357.06,3111595,$355.00,$357.49,$354.21
12/08/2023,$353.08,3289270,$353.00,$353.67,$351.02
12/07/2023,$352.70,2833348,$352.00,$353.02,$350.85
12/06/2023,$352.38,3040448,$356.15,$357.45,$351.89
12/05/2023,$355.03,3281046,$355.23,$356.60,$352.29
12/04/2023,$356.66,3054245,$355.91,$357.83,$353.79
12/01/2023,$357.07,4706958,$359.94,$360.24,$355.30
11/30/2023,$360.00,4607404,$359.45,$360.43,$358.42
11/29/2023,$358.69,3141450,$360.95,$361.52,$358.3001
11/28/2023,$360.05,2958540,$361.55,$362.12,$359.21
11/27/2023,$361.34,2583674,$362.64,$362.64,$359.58
11/24/2023,$362.68,1281978,$362.51,$363.1919,$361.24
11/22/2023,$361.80,2110602,$361.76,$362.46,$360.05
11/21/2023,$361.00,2919342,$360.58,$363.03,$360.25
11/20/2023,$361.33,3219051,$359.35,$362.61,$358.18
11/17/2023,$358.93,3260955,$360.47,$360.56,$358.07
11/16/2023,$359.86,2830358,$357.79,$360.00,$357.23
11/15/2023,$356.79,3577350,$355.02,$357.31,$354.4822
11/14/2023,$354.25,3388316,$352.52,$355.95,$351.25
11/13/2023,$350.01,2196921,$350.09,$350.6475,$348.81
11/10/2023,$350.56,3702339,$349.60,$351.20,$348.60
11/09/2023,$348.18,3054272,$347.64,$350.11,$346.8816
11/08/2023,$346.30,2604356,$346.85,$348.00,$344.6871
11/07/2023,$346.17,3063822,$346.81,$346.95,$344.295
11/06/2023,$346.63,5489338,$354.03,$354.03,$344.06
11/03/2023,$351.81,4410901,$350.17,$354.35,$349.79
11/02/2023,$349.02,3437737,$346.39,$349.385,$344.50
11/01/2023,$343.75,2790593,$341.21,$345.33,$340.58
10/31/2023,$341.33,3067894,$337.95,$341.49,$337.50
10/30/2023,$337.41,2635839,$332.96,$338.36,$332.175
10/27/2023,$331.71,3609115,$336.12,$336.19,$330.58
10/26/2023,$336.16,2687088,$337.07,$338.315,$335.46
10/25/2023,$336.90,2624711,$338.59,$339.62,$336.55
10/24/2023,$338.63,2356386,$338.18,$339.85,$337.77
10/23/2023,$336.84,2795170,$334.07,$338.88,$333.49
10/20/2023,$335.86,3472804,$338.15,$340.00,$334.35
10/19/2023,$338.66,2745685,$340.31,$342.69,$338.45
10/18/2023,$340.89,2978004,$344.72,$344.83,$339.96
10/17/2023,$345.39,2999308,$346.18,$348.4091,$344.15
10/16/2023,$346.23,3120530,$348.00,$349.94,$345.83
10/13/2023,$345.09,2805970,$346.00,$348.44,$343.88
10/12/2023,$345.66,2678343,$348.21,$348.66,$343.02
10/11/2023,$348.43,2621414,$349.38,$349.60,$344.92
10/10/2023,$348.56,2859909,$347.00,$349.51,$345.50
10/09/2023,$345.45,2763106,$344.24,$345.90,$342.83
10/06/2023,$346.34,3176158,$344.10,$348.76,$341.86
10/05/2023,$345.06,3029114,$343.70,$345.94,$342.37
10/04/2023,$343.69,3245444,$342.92,$344.01,$339.51
10/03/2023,$343.04,3153221,$347.39,$348.2441,$342.13
10/02/2023,$348.08,3529125,$349.64,$350.00,$345.41
09/29/2023,$350.30,4935674,$357.30,$357.50,$348.55
09/28/2023,$357.06,2734400,$357.80,$359.47,$356.67
09/27/2023,$357.78,3537042,$360.01,$360.52,$354.27
09/26/2023,$359.42,3070751,$359.80,$360.79,$357.95
09/25/2023,$361.71,2561880,$359.01,$361.89,$357.27
09/22/2023,$360.16,3970107,$362.78,$363.42,$359.76
09/21/2023,$363.28,3179013,$366.56,$367.20,$362.94
09/20/2023,$366.82,2272080,$371.33,$371.3427,$366.73
09/19/2023,$370.48,2606955,$371.64,$373.34,$368.46
09/18/2023,$370.43,3131548,$369.33,$371.33,$367.785
09/15/2023,$367.86,11615120,$368.52,$370.20,$367.52
09/14/2023,$369.50,3677865,$370.10,$370.22,$368.26
09/13/2023,$367.82,3265928,$369.33,$370.84,$365.97
09/12/2023,$367.78,2901774,$365.65,$370.43,$365.47
09/11/2023,$365.52,2926680,$364.87,$366.61,$364.51
09/08/2023,$363.15,3022938,$362.52,$364.83,$361.77
09/07/2023,$361.80,3264576,$360.96,$363.30,$360.87
09/06/2023,$361.67,2656676,$360.02,$362.80,$359.257
09/05/2023,$360.47,2977246,$363.88,$366.47,$360.00
09/01/2023,$362.46,2638297,$362.00,$363.39,$360.60
08/31/2023,$360.20,2845092,$362.18,$362.47,$359.25
08/30/2023,$361.06,3063438,$358.63,$362.68,$358.60
08/29/2023,$358.29,2286942,$355.04,$358.59,$354.01
08/28/2023,$355.55,1729035,$357.89,$358.41,$354.53
08/25/2023,$355.93,2137549,$354.99,$357.35,$352.92
08/24/2023,$354.30,2526601,$354.35,$357.2276,$354.13
08/23/2023,$354.26,2241066,$351.63,$354.32,$351.54
08/22/2023,$350.57,2366926,$353.01,$353.4999,$349.6601
08/21/2023,$352.09,2543100,$354.09,$354.18,$349.61
08/18/2023,$352.56,2870910,$351.47,$354.30,$351.25
08/17/2023,$353.19,2851173,$354.01,$356.30,$351.88
08/16/2023,$354.11,2196921,$354.60,$358.7203,$353.38
08/15/2023,$354.50,2866087,$357.00,$357.92,$353.67
08/14/2023,$358.48,1991973,$358.25,$358.95,$356.81
08/11/2023,$358.35,2476339,$356.26,$359.2512,$353.20
08/10/2023,$356.98,3099505,$359.36,$362.35,$355.92
08/09/2023,$358.02,4425837,$364.20,$364.43,$356.06
08/08/2023,$363.73,3430319,$359.42,$364.25,$358.85
08/07/2023,$362.58,5385741,$355.73,$364.63,$355.15
08/04/2023,$349.99,2843922,$353.99,$355.11,$349.39
08/03/2023,$353.81,2943675,$350.29,$354.47,$349.415
08/02/2023,$351.19,3088573,$351.45,$352.889,$349.69
08/01/2023,$352.26,2296703,$352.03,$353.42,$351.25
07/31/2023,$351.96,2622162,$350.73,$352.33,$350.21
07/28/2023,$349.81,2473823,$349.93,$351.00,$348.32
07/27/2023,$349.31,2712061,$350.69,$351.27,$348.60
07/26/2023,$349.80,2684530,$347.56,$351.09,$347.52
07/25/2023,$347.58,3016291,$349.32,$349.66,$345.54
07/24/2023,$349.63,3270037,$346.77,$351.19,$346.28
07/21/2023,$345.76,3302140,$346.755,$347.62,$345.10
07/20/2023,$346.61,3147635,$343.09,$346.79,$342.85
07/19/2023,$342.43,3037697,$344.21,$345.38,$341.99
07/18/2023,$345.34,2569008,$344.05,$347.25,$343.54
07/17/2023,$344.25,2361019,$341.09,$345.72,$341.09
07/14/2023,$341.09,2675172,$344.99,$345.00,$340.51
07/13/2023,$343.54,2833854,$345.60,$346.205,$343.45
07/12/2023,$345.35,2899407,$345.29,$346.44,$344.31
07/11/2023,$343.37,2755374,$341.23,$343.84,$340.925
07/10/2023,$341.13,2966941,$340.48,$343.48,$339.865
07/07/2023,$340.90,2942066,$340.52,$344.07,$340.385
07/06/2023,$341.46,2550399,$339.75,$341.80,$338.91
07/05/2023,$341.56,2875644,$340.05,$341.89,$338.70
07/03/2023,$342.00,2047440,$340.75,$342.08,$338.41
06/30/2023,$341.00,4522066,$338.78,$342.50,$338.40
06/29/2023,$336.91,2499138,$334.26,$337.01,$334.14
06/28/2023,$334.15,3216531,$336.05,$336.40,$332.61
06/27/2023,$335.34,2626698,$334.39,$336.73,$334.37
06/26/2023,$334.12,3221884,$335.17,$335.825,$331.84
06/23/2023,$335.25,4453846,$335.10,$337.47,$334.19
06/22/2023,$336.96,3304552,$338.84,$338.85,$335.66
06/21/2023,$338.61,4507761,$337.30,$341.35,$336.37
06/20/2023,$338.67,3752659,$338.15,$339.28,$336.6212
06/16/2023,$338.31,8487204,$341.02,$341.30,$337.66
06/15/2023,$339.82,4116957,$335.97,$341.68,$335.54
06/14/2023,$335.90,5167308,$337.22,$340.38,$334.09
06/13/2023,$336.39,2953682,$333.22,$336.62,$332.20
06/12/2023,$333.60,2874530,$335.16,$335.345,$332.22
06/09/2023,$335.29,2619487,$335.76,$337.59,$334.915
06/08/2023,$335.95,2759715,$335.49,$336.32,$334.10
06/07/2023,$335.42,3730381,$334.01,$335.82,$331.43
06/06/2023,$333.41,3183994,$329.04,$334.16,$328.68
06/05/2023,$328.58,3092174,$330.89,$329.59,$327.57
06/02/2023,$329.48,3962988,$325.16,$330.67,$324.42
06/01/2023,$323.12,3377699,$321.42,$323.22,$319.53
05/31/2023,$321.08,6175417,$321.12,$322.41,$319.39
05/30/2023,$322.19,3232461,$321.86,$322.47,$319.00
05/26/2023,$320.60,3229873,$320.44,$322.63,$319.665
05/25/2023,$319.02,4251935,$320.56,$320.56,$317.71
05/24/2023,$320.20,3075393,$322.71,$323.00,$319.56
05/23/2023,$323.11,4031342,$328.19,$329.27,$322.97
05/22/2023,$329.13,2763422,$330.75,$331.49,$328.35
05/19/2023,$330.39,4323538,$331.00,$333.94,$329.12
05/18/2023,$329.76,2808329,$326.87,$329.98,$325.85
05/17/2023,$327.39,3047626,$325.02,$328.26,$324.82
05/16/2023,$323.75,2139996,$322.46,$324.69,$322.355
05/15/2023,$323.53,2191609,$322.89,$323.83,$320.13
05/12/2023,$322.49,1938264,$323.82,$324.2422,$320.54
05/11/2023,$322.64,2549339,$320.995,$322.96,$319.805
05/10/2023,$322.99,2641134,$326.08,$326.16,$320.1501
05/09/2023,$324.87,2285924,$324.87,$326.88,$323.48
05/08/2023,$326.14,3303393,$328.26,$330.69,$325.79
05/05/2023,$323.88,3876299,$323.36,$325.16,$322.62
05/04/2023,$320.00,3194768,$323.44,$325.99,$317.41
05/03/2023,$323.22,2660456,$327.13,$328.07,$323.06
05/02/2023,$325.86,3369713,$330.15,$330.25,$322.7601
05/01/2023,$330.17,2465391,$329.16,$331.84,$328.57
04/28/2023,$328.55,2912387,$325.44,$328.81,$325.19
04/27/2023,$326.23,2951130,$322.86,$326.91,$322.11
04/26/2023,$320.53,2721238,$323.31,$323.74,$319.00
04/25/2023,$324.34,2554381,$325.99,$327.10,$324.11
04/24/2023,$326.05,2262391,$324.43,$326.395,$324.30
04/21/2023,$324.33,2405869,$322.36,$324.85,$321.61
04/20/2023,$323.82,2429179,$322.20,$324.3693,$321.324
04/19/2023,$323.09,2410917,$323.85,$324.55,$322.76
04/18/2023,$324.63,3582623,$324.95,$325.7242,$322.495
04/17/2023,$323.79,3426342,$320.20,$323.98,$319.00
04/14/2023,$319.74,2976417,$318.89,$321.88,$318.12
04/13/2023,$318.05,3325989,$315.27,$318.81,$313.26
04/12/2023,$314.55,2663461,$315.97,$316.92,$313.72
04/11/2023,$313.70,3109850,$312.56,$315.94,$311.77
04/10/2023,$312.62,2331743,$311.41,$313.70,$310.335
04/06/2023,$312.51,3132148,$309.82,$313.22,$309.05
04/05/2023,$310.39,2314853,$307.85,$311.07,$307.85
04/04/2023,$309.07,2740754,$310.76,$311.00,$307.07
04/03/2023,$310.31,4863537,$309.25,$311.50,$308.24
03/31/2023,$308.77,5022204,$305.90,$308.81,$304.9877
03/30/2023,$305.08,2694985,$307.09,$307.47,$302.5772
03/29/2023,$305.30,2651414,$304.80,$305.38,$303.36
03/28/2023,$302.32,2437683,$301.93,$302.72,$300.5901
03/27/2023,$302.14,3835260,$300.88,$303.21,$298.97
03/24/2023,$298.92,3905988,$294.68,$299.50,$293.3947
03/23/2023,$298.37,4016197,$301.39,$302.0799,$296.30
03/22/2023,$299.73,3089313,$303.72,$307.05,$299.65
03/21/2023,$303.85,4725100,$304.56,$305.63,$302.25
03/20/2023,$301.06,6059923,$295.57,$301.51,$295.06
03/17/2023,$293.51,15611270,$301.30,$301.30,$292.42
03/16/2023,$302.01,6327578,$296.37,$304.43,$295.36
03/15/2023,$297.88,7165298,$300.02,$300.55,$294.90
03/14/2023,$305.33,5255174,$306.92,$307.55,$301.68
03/13/2023,$302.88,4993820,$301.75,$306.59,$300.76
03/10/2023,$303.63,5297790,$302.95,$306.72,$301.92
03/09/2023,$304.82,3934324,$311.00,$313.18,$303.9388
03/08/2023,$311.37,2706760,$310.72,$312.675,$309.2522
03/07/2023,$311.12,3610304,$316.39,$316.50,$310.23
03/06/2023,$316.97,4892345,$312.82,$317.29,$312.43
03/03/2023,$312.45,4493702,$309.56,$312.66,$308.50
03/02/2023,$307.75,3153781,$303.66,$308.10,$301.445
03/01/2023,$304.62,3400537,$304.02,$305.62,$302.08
02/28/2023,$305.18,4737739,$304.89,$306.15,$303.41
02/27/2023,$304.66,3652907,$304.37,$305.78,$302.01
02/24/2023,$304.02,3659339,$300.40,$305.62,$300.01
02/23/2023,$303.07,2739656,$305.01,$305.56,$300.25
02/22/2023,$303.16,2900326,$303.20,$305.275,$301.77
02/21/2023,$302.72,4131732,$306.17,$307.30,$300.50
02/17/2023,$308.24,2721407,$307.15,$308.41,$305.48
02/16/2023,$308.18,2803844,$307.58,$310.20,$306.87
02/15/2023,$309.63,2411819,$309.98,$310.37,$308.28
02/14/2023,$310.79,2908849,$313.78,$314.10,$309.04
02/13/2023,$313.74,3261952,$310.30,$313.74,$309.62
02/10/2023,$309.89,2811155,$307.08,$309.98,$305.28
02/09/2023,$307.21,3462603,$310.17,$311.42,$306.99
02/08/2023,$308.48,3370587,$311.12,$313.41,$308.01
02/07/2023,$312.97,3788007,$307.30,$314.15,$306.63
02/06/2023,$308.43,2980217,$308.25,$308.80,$305.60
02/03/2023,$308.51,5387548,$311.00,$311.55,$305.921
02/02/2023,$311.86,4430266,$312.35,$312.60,$308.30
02/01/2023,$310.57,3520304,$309.63,$312.67,$306.38
01/31/2023,$311.52,3655334,$307.74,$311.86,$305.79
01/30/2023,$307.33,3475781,$307.60,$309.5115,$306.81
01/27/2023,$309.17,3034223,$309.79,$311.73,$308.34
01/26/2023,$310.95,2858754,$312.99,$313.68,$309.58
01/25/2023,$311.90,2300785,$308.33,$312.55,$307.71
01/24/2023,$311.30,2234333,$309.30,$312.83,$307.50
01/23/2023,$310.42,3088133,$309.63,$312.73,$306.8501
01/20/2023,$309.87,3772210,$305.21,$310.01,$304.3626
01/19/2023,$305.23,3615144,$306.12,$307.235,$303.86
01/18/2023,$308.30,3408726,$315.00,$315.54,$307.75
01/17/2023,$314.86,3479442,$318.40,$318.52,$314.25
01/13/2023,$317.64,2773650,$317.49,$318.42,$315.79
01/12/2023,$318.93,3075151,$321.15,$321.32,$317.72
01/11/2023,$320.37,3001242,$318.52,$320.57,$316.60
01/10/2023,$316.35,3050322,$315.00,$316.80,$313.34
01/09/2023,$315.53,4399047,$319.02,$320.50,$314.75
01/06/2023,$318.69,3648810,$315.00,$320.16,$313.38
01/05/2023,$312.90,3418149,$313.574,$314.23,$310.00
01/04/2023,$314.55,5122121,$312.00,$316.89,$311.25
01/03/2023,$309.91,3551418,$310.07,$312.385,$307.38
12/30/2022,$308.90,3298865,$306.95,$309.04,$305.6212
12/29/2022,$309.06,2848063,$305.94,$309.38,$305.235
12/28/2022,$303.43,2628685,$304.77,$307.4607,$303.26
12/27/2022,$305.55,2731731,$306.45,$308.575,$304.65
12/23/2022,$306.49,2460858,$302.88,$306.57,$300.925
12/22/2022,$302.69,3560763,$306.10,$306.50,$297.6391
12/21/2022,$307.82,3265614,$304.38,$308.54,$304.16
12/20/2022,$302.00,3091869,$300.09,$304.19,$297.00
12/19/2022,$300.03,3842880,$300.51,$301.48,$297.15
12/16/2022,$300.00,8308365,$299.05,$302.47,$297.76
12/15/2022,$301.91,5107189,$306.43,$306.96,$299.445
12/14/2022,$309.29,4057911,$312.74,$316.3596,$308.40
12/13/2022,$312.33,5043156,$318.40,$318.91,$310.82
12/12/2022,$311.45,4367987,$307.55,$311.91,$305.46
12/09/2022,$306.39,3327110,$305.32,$308.34,$304.71
12/08/2022,$305.99,2353269,$306.00,$307.4899,$305.09
12/07/2022,$305.82,4132430,$307.07,$309.3842,$304.915
12/06/2022,$307.78,3877585,$309.95,$310.29,$306.35
12/05/2022,$310.57,3836532,$315.22,$315.66,$308.73
12/02/2022,$316.15,3026517,$313.49,$316.38,$312.75
12/01/2022,$315.84,4354849,$319.00,$319.56,$313.30
11/30/2022,$318.60,7924360,$315.13,$318.60,$308.70
11/29/2022,$315.13,3742168,$311.89,$315.29,$311.35
