Date,Close/Last,Volume,Open,High,Low
04/23/2024,$486.18,3646662,$491.00,$494.31,$484.97
04/22/2024,$491.23,4697677,$497.78,$499.42,$490.64
04/19/2024,$501.13,6618600,$497.00,$507.30,$495.56
04/18/2024,$493.18,8880448,$486.13,$502.00,$485.97
04/17/2024,$478.99,8759779,$478.60,$488.00,$474.59
04/16/2024,$468.89,11816520,$476.77,$479.75,$465.60
04/15/2024,$445.63,5376771,$442.00,$448.35,$441.99
04/12/2024,$439.20,6045671,$440.335,$442.24,$436.38
04/11/2024,$441.72,5844125,$450.39,$450.77,$441.48
04/10/2024,$450.05,4493483,$455.49,$458.74,$449.78
04/09/2024,$459.72,3521731,$454.28,$459.76,$452.46
04/08/2024,$456.00,4532254,$455.97,$457.1999,$453.59
04/05/2024,$455.74,5747375,$450.685,$457.75,$450.01
04/04/2024,$455.38,5182046,$460.82,$461.72,$451.92
04/03/2024,$459.74,4460400,$462.00,$462.85,$455.55
04/02/2024,$458.14,11867020,$459.60,$463.68,$449.60
04/01/2024,$489.70,2928707,$494.47,$495.78,$488.70
03/28/2024,$494.70,3820008,$495.00,$495.87,$489.30
03/27/2024,$493.10,2653185,$493.70,$495.73,$491.31
03/26/2024,$492.31,3113314,$488.13,$493.34,$485.23
03/25/2024,$485.88,2786141,$490.60,$491.48,$484.07
03/22/2024,$490.07,2847269,$495.20,$495.83,$489.77
03/21/2024,$491.69,3693408,$492.28,$496.20,$491.28
03/20/2024,$494.23,3548160,$492.47,$494.60,$489.44
03/19/2024,$493.32,2511743,$489.67,$493.44,$487.79
03/18/2024,$487.05,2970640,$492.10,$492.10,$486.375
03/15/2024,$490.82,5713536,$487.45,$491.22,$487.45
03/14/2024,$489.00,3378538,$488.72,$489.68,$485.19
03/13/2024,$488.00,3669036,$493.52,$496.00,$485.33
03/12/2024,$489.35,4153799,$488.13,$492.28,$487.345
03/11/2024,$489.15,4410088,$477.00,$490.31,$476.00
03/08/2024,$476.57,4673567,$478.33,$484.25,$474.77
03/07/2024,$478.78,5102043,$474.00,$481.19,$473.60
03/06/2024,$472.60,5577493,$474.44,$479.80,$468.19
03/05/2024,$473.15,5296200,$482.39,$482.90,$470.615
03/04/2024,$481.87,5239810,$483.24,$487.04,$480.10
03/01/2024,$489.53,7315039,$489.42,$490.02,$477.25
02/29/2024,$493.60,6833167,$498.50,$501.75,$491.60
02/28/2024,$498.28,9558553,$495.44,$498.5501,$484.39
02/27/2024,$513.42,3780619,$524.76,$525.59,$512.05
02/26/2024,$525.32,2308927,$528.32,$532.81,$524.31
02/23/2024,$527.24,2502146,$526.75,$530.495,$524.16
02/22/2024,$526.50,3186819,$524.20,$526.74,$518.59
02/21/2024,$521.97,2096023,$523.67,$523.69,$517.535
02/20/2024,$521.06,2600288,$524.21,$525.37,$519.41
02/16/2024,$521.55,2135586,$522.30,$523.79,$518.89
02/15/2024,$520.88,2292306,$517.34,$521.7531,$515.80
02/14/2024,$516.94,1918535,$515.26,$518.53,$514.29
02/13/2024,$516.85,3436087,$522.00,$526.93,$514.21
02/12/2024,$517.64,3194016,$518.22,$518.99,$512.81
02/09/2024,$518.22,2715493,$518.99,$520.39,$516.29
02/08/2024,$520.09,3342976,$520.63,$522.16,$517.2834
02/07/2024,$519.39,4109062,$514.01,$521.00,$512.69
02/06/2024,$510.67,2745515,$503.94,$510.94,$502.45
02/05/2024,$502.96,3646516,$509.96,$514.195,$500.05
02/02/2024,$510.23,3804521,$508.25,$512.91,$505.39
02/01/2024,$507.14,4242580,$508.83,$510.2225,$503.00
01/31/2024,$511.74,5358104,$504.51,$515.00,$504.51
01/30/2024,$503.61,4931215,$504.54,$506.05,$499.22
01/29/2024,$504.54,4554106,$503.11,$506.51,$501.15
01/26/2024,$503.20,6212173,$493.28,$503.69,$489.90
01/25/2024,$493.40,14671000,$487.59,$495.51,$479.00
01/24/2024,$513.23,2918924,$517.90,$521.73,$512.95
01/23/2024,$515.52,2673106,$512.50,$518.08,$512.08
01/22/2024,$512.99,5922855,$503.94,$513.57,$496.50
01/19/2024,$503.56,6143395,$515.00,$517.55,$501.82
01/18/2024,$516.34,7367041,$505.23,$516.84,$497.46
01/17/2024,$524.94,3791496,$521.28,$530.655,$520.00
01/16/2024,$519.15,3736718,$523.71,$524.50,$516.55
01/12/2024,$521.51,6327267,$518.86,$528.4799,$513.13
01/11/2024,$539.68,2814058,$536.13,$540.16,$534.5301
01/10/2024,$537.64,2179994,$538.10,$541.20,$536.15
01/09/2024,$538.37,2677038,$538.00,$539.61,$532.33
01/08/2024,$536.52,2648939,$539.40,$540.25,$528.00
01/05/2024,$537.38,2815541,$547.00,$547.00,$533.725
01/04/2024,$545.42,2994377,$545.00,$549.00,$543.00
01/03/2024,$542.03,2891500,$543.04,$546.79,$539.48
01/02/2024,$539.34,3415659,$526.84,$539.66,$526.67
12/29/2023,$526.47,2080197,$525.98,$528.24,$523.92
12/28/2023,$524.90,2001208,$523.47,$527.87,$522.94
12/27/2023,$522.79,1851840,$519.75,$523.16,$519.36
12/26/2023,$520.03,1390912,$519.88,$521.48,$517.97
12/22/2023,$520.31,1759571,$519.88,$523.01,$518.02
12/21/2023,$519.88,2491554,$518.88,$520.8199,$516.5001
12/20/2023,$515.93,3847805,$523.85,$524.83,$515.87
12/19/2023,$524.04,3645785,$524.59,$527.62,$521.78
12/18/2023,$526.55,3260319,$529.11,$531.47,$525.23
12/15/2023,$531.12,9030116,$530.00,$533.50,$522.96
12/14/2023,$534.24,5386810,$544.30,$544.92,$529.40
12/13/2023,$549.01,2876618,$544.00,$549.42,$538.59
12/12/2023,$545.72,2706170,$545.80,$547.49,$542.65
12/11/2023,$543.68,3655411,$549.76,$550.00,$539.06
12/08/2023,$549.77,2039910,$550.22,$551.73,$544.54
12/07/2023,$548.27,2511800,$551.35,$551.51,$544.52
12/06/2023,$549.53,2239744,$547.56,$551.88,$547.10
12/05/2023,$550.26,2645818,$549.10,$552.53,$545.35
12/04/2023,$548.28,2709303,$548.26,$551.87,$543.0351
12/01/2023,$547.16,3462153,$550.42,$554.70,$545.16
11/30/2023,$552.97,7121207,$535.79,$553.94,$534.01
11/29/2023,$534.98,4549977,$530.00,$541.86,$528.65
11/28/2023,$540.53,2859309,$545.63,$545.82,$540.07
11/27/2023,$543.59,2675815,$547.10,$550.8891,$541.5347
11/24/2023,$547.10,1134977,$544.93,$547.59,$542.81
11/22/2023,$543.76,2234478,$542.97,$544.40,$540.255
11/21/2023,$539.59,2115756,$537.77,$541.67,$534.19
11/20/2023,$535.10,2518566,$533.61,$536.34,$531.80
11/17/2023,$536.29,2676925,$540.27,$540.52,$528.34
11/16/2023,$539.82,2360281,$538.41,$544.86,$537.47
11/15/2023,$538.41,2473801,$540.05,$540.46,$531.7001
11/14/2023,$540.46,2453957,$539.03,$542.675,$536.51
11/13/2023,$542.57,1507912,$541.15,$544.15,$537.91
11/10/2023,$541.21,2480816,$542.68,$542.68,$536.02
11/09/2023,$539.00,1819805,$537.60,$540.91,$534.48
11/08/2023,$536.73,1769355,$540.00,$541.395,$534.14
11/07/2023,$537.83,2604887,$535.36,$539.65,$531.52
11/06/2023,$533.46,2684944,$531.63,$536.02,$530.05
11/03/2023,$530.90,2739692,$534.57,$535.98,$528.80
11/02/2023,$536.13,2351091,$532.00,$536.84,$526.945
11/01/2023,$531.60,2747517,$529.98,$535.83,$526.80
10/31/2023,$535.56,2464432,$535.00,$536.68,$531.62
10/30/2023,$529.99,2555488,$525.00,$531.82,$522.94
10/27/2023,$524.66,2585616,$525.99,$527.74,$521.26
10/26/2023,$528.36,2675811,$525.70,$530.47,$522.52
10/25/2023,$530.21,2380055,$527.27,$532.36,$520.08
10/24/2023,$525.00,1978223,$522.86,$530.67,$522.07
10/23/2023,$521.57,2357728,$527.03,$527.78,$520.29
10/20/2023,$527.03,2811061,$531.00,$534.43,$526.77
10/19/2023,$531.63,2351431,$536.82,$538.34,$529.25
10/18/2023,$536.06,2551563,$543.04,$543.98,$535.395
10/17/2023,$536.65,2586106,$539.94,$542.435,$534.57
10/16/2023,$538.03,3827781,$543.18,$546.78,$536.12
10/13/2023,$539.40,5245988,$533.25,$544.46,$532.00
10/12/2023,$525.54,2377335,$524.47,$528.58,$522.25
10/11/2023,$524.13,2819534,$520.92,$525.59,$520.23
10/10/2023,$524.24,2455689,$526.50,$528.14,$523.08
10/09/2023,$526.51,2341552,$521.15,$526.87,$520.25
10/06/2023,$524.81,3647187,$516.45,$525.95,$515.98
10/05/2023,$516.23,2790666,$511.62,$518.21,$511.23
10/04/2023,$510.62,2801845,$509.485,$511.82,$506.61
10/03/2023,$509.47,3143403,$513.30,$513.98,$508.36
10/02/2023,$514.57,3550376,$505.53,$514.84,$503.135
09/29/2023,$504.19,3006233,$509.85,$509.88,$503.80
09/28/2023,$510.10,2922128,$505.97,$514.15,$505.01
09/27/2023,$503.73,2593742,$506.23,$506.36,$501.05
09/26/2023,$505.45,2420166,$508.94,$509.42,$504.38
09/25/2023,$510.28,2758591,$508.26,$510.935,$506.63
09/22/2023,$506.10,4558659,$499.00,$509.4288,$498.03
09/21/2023,$501.14,4703959,$494.19,$505.135,$493.08
09/20/2023,$492.13,3725282,$482.75,$495.11,$479.14
09/19/2023,$480.66,3230987,$483.76,$485.73,$476.54
09/18/2023,$486.06,1997493,$488.41,$488.74,$483.5977
09/15/2023,$486.70,5334308,$485.74,$489.82,$484.14
09/14/2023,$483.60,2334531,$482.63,$485.27,$478.7775
09/13/2023,$479.84,2197825,$481.43,$484.04,$479.46
09/12/2023,$479.90,2195320,$477.38,$483.64,$472.12
09/11/2023,$479.38,2059286,$481.98,$483.84,$478.00
09/08/2023,$480.77,1858464,$480.19,$482.97,$478.75
09/07/2023,$484.81,2928070,$479.90,$487.105,$478.60
09/06/2023,$476.94,2596242,$482.09,$483.16,$476.375
09/05/2023,$480.81,3443268,$478.00,$484.60,$477.544
09/01/2023,$476.24,3165860,$479.00,$480.65,$473.36
08/31/2023,$476.58,4927736,$492.36,$493.82,$476.29
08/30/2023,$491.53,2283649,$493.99,$496.71,$490.29
08/29/2023,$492.83,2113674,$491.47,$492.94,$487.97
08/28/2023,$491.28,1344594,$490.49,$493.0581,$489.13
08/25/2023,$489.12,1923586,$489.92,$491.15,$484.65
08/24/2023,$488.10,2311263,$491.43,$495.42,$487.21
08/23/2023,$489.44,2011353,$493.00,$494.00,$487.93
08/22/2023,$492.34,2079660,$495.42,$496.79,$491.33
08/21/2023,$497.68,1533600,$497.51,$500.25,$496.22
08/18/2023,$498.44,2364508,$494.78,$500.94,$493.50
08/17/2023,$493.96,3009465,$495.48,$501.23,$491.82
08/16/2023,$503.56,1454137,$508.00,$510.50,$502.83
08/15/2023,$506.69,1817631,$511.58,$513.65,$506.27
08/14/2023,$510.93,2127417,$509.15,$513.50,$508.25
08/11/2023,$508.01,2029635,$505.63,$510.67,$504.2526
08/10/2023,$503.48,2179754,$504.47,$512.0351,$502.78
08/09/2023,$502.11,1917137,$504.00,$505.7319,$500.88
08/08/2023,$505.86,2422671,$503.00,$508.165,$500.02
08/07/2023,$510.74,2430910,$505.74,$513.60,$504.6456
08/04/2023,$502.73,2411227,$510.00,$510.895,$501.75
08/03/2023,$504.86,2443050,$502.89,$506.00,$501.04
08/02/2023,$504.80,3221607,$509.69,$510.47,$502.99
08/01/2023,$504.74,2161660,$507.50,$510.04,$502.49
07/31/2023,$506.37,2441688,$503.00,$507.88,$499.06
07/28/2023,$502.91,2930900,$505.21,$507.48,$497.28
07/27/2023,$505.23,3028276,$508.57,$510.50,$503.13
07/26/2023,$508.00,3697182,$511.54,$515.86,$506.63
07/25/2023,$510.93,2730622,$510.00,$512.50,$507.275
07/24/2023,$508.68,2278967,$505.33,$509.78,$504.565
07/21/2023,$506.53,2887339,$505.05,$510.405,$504.52
07/20/2023,$504.24,2963123,$506.66,$508.68,$500.525
07/19/2023,$503.70,4956477,$507.54,$514.655,$502.48
07/18/2023,$500.00,8817931,$489.33,$504.42,$487.50
07/17/2023,$484.08,4582703,$481.11,$484.60,$478.30
07/14/2023,$480.17,11379330,$462.55,$485.00,$460.11
07/13/2023,$447.75,7276840,$452.00,$454.90,$447.18
07/12/2023,$451.70,7287591,$463.00,$464.82,$451.25
07/11/2023,$462.89,3087467,$462.37,$466.49,$461.14
07/10/2023,$463.05,4339421,$460.00,$463.10,$459.1601
07/07/2023,$461.58,4131582,$465.00,$468.61,$460.82
07/06/2023,$469.36,3914139,$469.35,$472.40,$466.65
07/05/2023,$471.22,5053717,$476.03,$477.29,$470.59
07/03/2023,$477.88,1915740,$478.10,$480.21,$476.30
06/30/2023,$480.64,3970398,$478.00,$482.10,$475.12
06/29/2023,$476.44,2979403,$475.08,$479.71,$473.08
06/28/2023,$474.45,3670111,$481.96,$482.12,$473.98
06/27/2023,$482.56,3693167,$478.13,$483.18,$477.77
06/26/2023,$479.06,2968328,$478.14,$481.31,$473.00
06/23/2023,$477.00,4862584,$478.33,$482.275,$476.55
06/22/2023,$479.05,3179488,$478.18,$483.18,$478.00
06/21/2023,$476.75,4886662,$468.95,$479.365,$467.19
06/20/2023,$469.39,4598303,$456.75,$470.49,$456.75
06/16/2023,$458.49,7699120,$466.14,$468.515,$457.93
06/15/2023,$465.89,6798125,$461.99,$472.00,$460.91
06/14/2023,$459.86,14672360,$454.64,$460.63,$445.68
06/13/2023,$491.31,3016633,$490.87,$494.66,$488.66
06/12/2023,$492.59,2207832,$492.30,$494.45,$488.7201
06/09/2023,$493.62,3174372,$489.99,$498.2194,$487.225
06/08/2023,$490.23,2726055,$484.39,$491.82,$482.43
06/07/2023,$482.13,4381722,$489.95,$490.4399,$481.60
06/06/2023,$487.57,3816607,$499.90,$499.90,$483.665
06/05/2023,$498.19,2688805,$500.70,$502.90,$497.415
06/02/2023,$499.58,3064711,$492.00,$501.02,$490.36
06/01/2023,$493.63,3376556,$487.79,$498.78,$486.11
05/31/2023,$487.24,4944096,$478.12,$487.40,$477.11
05/30/2023,$479.85,3180817,$476.68,$485.87,$476.03
05/26/2023,$481.52,3135257,$478.06,$488.39,$478.00
05/25/2023,$477.70,2684136,$477.63,$481.77,$474.30
05/24/2023,$480.83,1904673,$480.61,$483.28,$478.89
05/23/2023,$479.44,2874407,$476.18,$483.39,$472.544
05/22/2023,$480.62,2242831,$480.44,$482.2044,$477.91
05/19/2023,$478.82,2318047,$479.58,$484.80,$477.81
05/18/2023,$479.23,3040115,$482.05,$482.55,$473.89
05/17/2023,$484.81,2682082,$480.00,$485.40,$477.54
05/16/2023,$479.72,2179518,$487.62,$489.21,$479.01
05/15/2023,$486.86,2169713,$491.40,$491.79,$483.70
05/12/2023,$491.23,1536748,$488.76,$492.90,$487.745
05/11/2023,$488.76,2384419,$488.00,$490.12,$485.66
05/10/2023,$490.07,2018899,$489.40,$493.465,$487.64
05/09/2023,$490.38,2038644,$492.84,$499.40,$490.30
05/08/2023,$492.62,1738461,$492.04,$494.35,$488.32
05/05/2023,$494.28,2329402,$494.06,$500.85,$492.03
05/04/2023,$487.28,2555690,$487.05,$489.69,$481.95
05/03/2023,$489.44,1749709,$494.40,$495.45,$488.03
05/02/2023,$493.39,2152342,$495.25,$496.71,$489.27
05/01/2023,$495.70,2105592,$494.59,$499.385,$491.8091
04/28/2023,$492.09,2398914,$488.69,$493.96,$488.12
04/27/2023,$490.47,2473223,$482.20,$490.98,$482.20
04/26/2023,$482.95,2929969,$485.87,$487.70,$478.36
04/25/2023,$491.92,2937292,$492.68,$498.5026,$490.58
04/24/2023,$488.94,2322433,$483.41,$490.22,$482.6481
04/21/2023,$483.82,3165280,$490.04,$490.73,$482.14
04/20/2023,$487.46,3283234,$485.47,$489.65,$483.26
04/19/2023,$486.20,5809078,$500.65,$501.97,$483.625
04/18/2023,$504.48,3232033,$503.67,$506.99,$498.14
04/17/2023,$505.35,3660940,$508.72,$509.59,$502.75
04/14/2023,$511.79,4871970,$522.00,$527.24,$508.50
04/13/2023,$526.23,4224353,$523.91,$530.45,$520.50
04/12/2023,$521.19,3422561,$524.98,$526.70,$520.04
04/11/2023,$520.97,3065335,$516.14,$522.22,$515.22
04/10/2023,$515.18,2714548,$510.81,$515.39,$508.09
04/06/2023,$512.81,3472551,$511.00,$514.24,$507.1519
04/05/2023,$509.23,4964776,$497.39,$511.74,$496.10
04/04/2023,$493.25,2624755,$493.03,$496.095,$491.84
04/03/2023,$494.19,4729089,$485.20,$496.13,$483.4901
03/31/2023,$472.59,3996695,$471.52,$475.995,$470.10
03/30/2023,$470.06,3324845,$466.57,$470.4099,$461.075
03/29/2023,$466.59,3733210,$475.11,$475.88,$464.95
03/28/2023,$472.58,2369491,$482.00,$483.79,$470.69
03/27/2023,$481.90,2271779,$485.55,$486.29,$478.59
03/24/2023,$475.99,2533418,$468.98,$476.88,$467.59
03/23/2023,$469.91,3284884,$477.41,$480.67,$466.67
03/22/2023,$475.52,2632211,$481.95,$485.74,$474.82
03/21/2023,$480.10,3163424,$478.39,$481.45,$475.72
03/20/2023,$476.96,3119552,$470.00,$479.82,$470.00
03/17/2023,$469.50,5289996,$471.39,$472.01,$466.30
03/16/2023,$472.02,2941004,$464.71,$473.39,$463.10
03/15/2023,$465.43,3770207,$460.99,$468.879,$459.24
03/14/2023,$464.58,3258220,$464.65,$469.8393,$459.05
03/13/2023,$463.68,2971643,$458.65,$470.37,$458.65
03/10/2023,$460.33,3787451,$462.77,$468.86,$457.59
03/09/2023,$464.91,2780394,$473.95,$473.95,$463.75
03/08/2023,$470.60,3036582,$471.75,$475.39,$466.76
03/07/2023,$473.88,2589219,$482.98,$483.82,$472.56
03/06/2023,$480.78,3812682,$481.37,$484.35,$479.00
03/03/2023,$478.56,2863285,$477.94,$479.10,$474.22
03/02/2023,$477.70,2189176,$475.21,$480.43,$473.25
03/01/2023,$475.22,2996913,$473.61,$478.405,$472.00
02/28/2023,$475.94,3902052,$482.67,$483.36,$473.92
02/27/2023,$483.32,3006212,$488.77,$490.94,$481.96
02/24/2023,$484.33,2940610,$489.58,$492.51,$483.01
02/23/2023,$491.69,2511809,$486.66,$493.33,$485.8665
02/22/2023,$488.89,2982761,$492.81,$493.89,$488.67
02/21/2023,$491.31,2877341,$496.70,$501.395,$490.50
02/17/2023,$499.08,3891503,$487.38,$499.46,$487.35
02/16/2023,$487.35,2611457,$491.15,$494.00,$487.27
02/15/2023,$491.25,2243051,$489.65,$491.83,$488.39
02/14/2023,$492.83,2072571,$494.29,$497.9535,$489.09
02/13/2023,$495.35,2589104,$494.00,$499.865,$491.76
02/10/2023,$494.25,3418087,$489.13,$495.66,$488.75
02/09/2023,$485.73,3664633,$485.63,$489.695,$482.40
02/08/2023,$483.22,3466399,$475.47,$485.035,$475.11
02/07/2023,$476.88,3394630,$471.04,$478.08,$469.0301
02/06/2023,$475.24,4174173,$472.00,$478.965,$471.01
02/03/2023,$472.02,5440070,$475.23,$478.78,$469.75
02/02/2023,$470.83,11169880,$494.26,$495.00,$463.89
02/01/2023,$497.00,3451202,$499.95,$504.38,$495.67
01/31/2023,$499.19,5567038,$498.00,$505.50,$493.13
01/30/2023,$485.79,3606855,$487.81,$495.25,$484.80
01/27/2023,$486.05,3177132,$493.37,$493.37,$484.47
01/26/2023,$492.48,3004962,$492.50,$496.45,$490.5801
01/25/2023,$492.50,3037315,$489.28,$495.36,$485.73
01/24/2023,$491.60,3036295,$500.26,$500.26,$480.00
01/23/2023,$485.81,3418670,$486.68,$490.10,$481.39
01/20/2023,$486.72,3525905,$485.53,$486.99,$479.00
01/19/2023,$484.36,4549554,$477.87,$486.39,$477.3882
01/18/2023,$476.24,4398196,$488.05,$489.50,$474.75
01/17/2023,$485.08,4495565,$491.20,$492.94,$483.78
01/13/2023,$489.57,5390067,$486.11,$509.50,$486.00
01/12/2023,$495.67,3726800,$490.00,$498.73,$485.22
01/11/2023,$493.40,4274212,$485.29,$495.60,$485.00
01/10/2023,$486.00,3164038,$488.85,$490.47,$482.68
01/09/2023,$490.06,3702782,$492.41,$499.99,$488.54
01/06/2023,$490.00,4841278,$491.59,$492.87,$487.5401
01/05/2023,$489.96,5497123,$501.01,$502.09,$488.50
01/04/2023,$504.50,5070439,$518.64,$518.64,$500.60
01/03/2023,$518.64,3525627,$525.13,$525.63,$512.1601
12/30/2022,$530.18,1849605,$530.00,$530.50,$524.84
12/29/2022,$529.88,1379681,$532.54,$533.68,$528.86
12/28/2022,$528.45,1694377,$535.07,$538.15,$527.734
12/27/2022,$531.99,1596719,$533.93,$535.84,$529.845
12/23/2022,$531.31,1292327,$524.10,$531.31,$522.895
12/22/2022,$527.09,1852690,$526.48,$529.01,$521.63
12/21/2022,$527.54,2182136,$523.63,$527.8799,$518.10
12/20/2022,$520.21,2086249,$526.99,$526.99,$519.70
12/19/2022,$523.60,1808107,$524.60,$527.2111,$520.928
12/16/2022,$523.70,7109084,$525.15,$525.81,$515.72
12/15/2022,$527.68,2964503,$533.99,$534.07,$525.47
12/14/2022,$538.36,2654614,$541.93,$543.48,$531.57
12/13/2022,$538.22,3369673,$550.56,$550.99,$535.10
12/12/2022,$545.86,2714056,$541.85,$546.079,$539.28
12/09/2022,$539.20,2852394,$547.93,$548.49,$538.87
12/08/2022,$547.92,2272332,$544.86,$551.29,$543.78
12/07/2022,$542.91,2849099,$540.84,$545.905,$539.6344
12/06/2022,$539.32,3097655,$534.42,$540.59,$534.24
12/05/2022,$535.04,2424963,$531.49,$540.38,$530.88
12/02/2022,$536.16,2346191,$532.83,$538.61,$532.44
12/01/2022,$536.91,2997802,$552.36,$553.00,$535.80
11/30/2022,$547.76,9688890,$529.72,$548.08,$527.48
11/29/2022,$528.00,3751059,$531.67,$532.97,$523.65
11/28/2022,$532.27,2702268,$535.83,$539.58,$531.69
